CD_ESCOLA,PARTICIPANTES,ENEM,CODMUN,CODDIST,LAB_INF,QD_ESP_C,QD_ESP_D,BIBLIO,REG_IN_CR,REG_IN_PE,REG_FU_8A,REG_MED_I,REG_MED_N,REG_MED_P,ENS_ESP,EJA,EJA_FUND,EJA_MED,AB1EM_11,AP9EF_12,AB1EM_12,AP9EF_13,AP3EM_13,AB1EM_13,AP9EF_14,AP3EM_14,AB1EM_14,INSE_AB,INSE_CL,EFABAND9ANOS1S,EFABAND9ANOS2S,EFABAND9ANOS3S,EFABAND9ANOS4S,EFABAND9ANOS5S,EFABAND9ANOS6S,EFABAND9ANOS7S,EFABAND9ANOS8S,EFABAND9ANOS9S,TOTALEF_ABAND,EFAPROV9ANOS1S,EFAPROV9ANOS2S,EFAPROV9ANOS3S,EFAPROV9ANOS4S,EFAPROV9ANOS5S,EFAPROV9ANOS6S,EFAPROV9ANOS7S,EFAPROV9ANOS8S,EFAPROV9ANOS9S,EFAPROV2S,TOTALEF_APROV,EFREPROV9ANOS1S,EFREPROV9ANOS2S,EFREPROV9ANOS3S,EFREPROV9ANOS4S,EFREPROV9ANOS5S,EFREPROV9ANOS6S,EFREPROV9ANOS7S,EFREPROV9ANOS8S,EFREPROV9ANOS9S,TOTALEF_REPROV,EMABAND1S,EMABAND2S,EMABAND3S,TOTAL_EM_ABAND,EMREPROV1S,EMREPROV2S,EMREPROV3S,TOTAL_EM_REPROV,EMAPROV1S,EMAPROV2S,EMAPROV3S,EMAPROV4S,TOTAL_EM_APROV,EPAPROV,EPREPROV,EPABAND,EJAIABAND,EJAIAPROV,EJAIREPROV,EJAIIABAND,EJAIIAPROV,EJAIIREPROV,CODMEC,ALE9F1A5_2012,ALE9F1A5_2013,ALE9F1A5_2014,ALE9F1A5_2015,ALE9F6A9_2012,ALE9F6A9_2013,ALE9F6A9_2014,ALE9F6A9_2015,ALEF1A4_2012,ALEF1A8_2012,ALEF1A8_2013,ALEF1A8_2014,ALEF5A8_2012,ALEM1S_2012,ALEM1S_2013,ALEM1S_2014,ALEM1S_2015,ALEM2S_2012,ALEM2S_2013,ALEM2S_2014,ALEM2S_2015,ALEM_2012,ALEM_2013,ALEM_2014,ALEM_2015,ALFUNDII_2012,ALFUNDII_2013,ALFUNDII_2014,ALFUNDII_2015,ALFUNDI_2012,ALFUND_2012,ALFUND_2013,ALFUND_2014,ALFUND_2015,CLE9F1A5_2012,CLE9F1A5_2013,CLE9F1A5_2014,CLE9F1A5_2015,CLE9F6A9_2012,CLE9F6A9_2013,CLE9F6A9_2014,CLE9F6A9_2015,CLEM1S_2012,CLEM1S_2013,CLEM1S_2014,CLEM1S_2015,CLEM2S_2012,CLEM2S_2013,CLEM2S_2014,CLEM2S_2015,CLEM_2012,CLEM_2013,CLEM_2014,CLEM_2015,CLFUNDII_2012,CLFUNDII_2013,CLFUNDII_2015,CLFUNDI_2012,CLFUND_2012,CLFUND_2013,CLFUND_2014,CLFUND_2015,TOTAL_ALUNOS_2012,TOTAL_ALUNOS_2013,TOTAL_ALUNOS_2014,TOTAL_ALUNOS_2015
35158483,56,4,3550308,355030815,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,92.2,0.0,98.4,100.0,0.0,92.4,100.0,0.0,73.9749,Muito Alto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,34,40,0,103,0,0,0,0,0,0,1,4,1,6,0,0,0,0,14,0,0,14,68,66,55,0,189,0,0,0,0,0,0,0,0,0,35158483,0.0,0.0,0.0,0.0,116.0,144.0,135.0,114.0,0.0,0.0,0.0,0.0,0.0,95.0,107.0,88.0,83.0,96.0,97.0,89.0,77.0,292.0,296.0,275.0,234.0,116.0,144.0,135.0,114.0,0.0,116.0,144.0,135.0,114.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,6.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,12.0,13.0,12.0,11.0,7.0,7.0,6.0,0.0,7.0,7.0,7.0,6.0,408.0,440.0,410.0,348.0
35158525,30,2,3550308,355030823,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,76.8,0.0,87.1,97.1,0.0,96.7,100.0,0.0,62.9387,Muito Alto,0,0,0,0,0,0,0,0,0,0,77,70,57,66,66,63,60,61,74,0,594,3,10,3,0,1,6,0,4,6,33,0,0,0,0,2,4,2,8,55,40,38,0,133,0,0,0,0,0,0,0,0,0,35158525,250.0,278.0,307.0,360.0,268.0,272.0,256.0,274.0,0.0,0.0,0.0,0.0,0.0,63.0,53.0,47.0,57.0,36.0,52.0,48.0,48.0,126.0,140.0,141.0,146.0,268.0,272.0,256.0,274.0,250.0,518.0,550.0,563.0,634.0,12.0,13.0,15.0,16.0,11.0,11.0,12.0,12.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,6.0,6.0,11.0,11.0,12.0,12.0,23.0,24.0,27.0,28.0,677.0,738.0,737.0,820.0
35158549,12,1,3550308,355030830,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,97.1,0.0,98.3,100.0,0.0,92.0,100.0,0.0,54.5265,Medio Alto,0,0,0,0,0,0,0,0,0,0,50,65,73,54,52,59,54,57,51,0,515,0,4,2,6,1,0,2,4,4,23,0,0,0,0,3,2,0,5,30,21,15,0,66,0,0,0,0,0,0,0,0,0,35158549,324.0,326.0,332.0,306.0,231.0,234.0,245.0,231.0,0.0,0.0,0.0,0.0,0.0,22.0,19.0,34.0,32.0,17.0,13.0,16.0,24.0,39.0,46.0,60.0,71.0,231.0,234.0,245.0,231.0,324.0,555.0,560.0,577.0,537.0,14.0,14.0,14.0,12.0,8.0,8.0,8.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,8.0,8.0,9.0,14.0,22.0,22.0,22.0,21.0,654.0,665.0,699.0,677.0
35158550,12,2,3550308,355030830,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,91.4,0.0,92.6,100.0,0.0,78.9,100.0,0.0,58.9023,Alto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,25,20,0,90,0,0,0,0,0,1,0,2,7,10,0,0,0,0,0,2,0,2,10,11,17,0,38,0,0,0,0,0,0,0,0,0,35158550,0.0,0.0,0.0,0.0,130.0,111.0,105.0,102.0,0.0,0.0,0.0,0.0,0.0,29.0,24.0,20.0,13.0,21.0,23.0,20.0,13.0,70.0,72.0,60.0,43.0,130.0,111.0,105.0,102.0,0.0,130.0,111.0,105.0,102.0,0.0,0.0,0.0,0.0,7.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,7.0,5.0,4.0,0.0,7.0,5.0,5.0,4.0,200.0,183.0,165.0,145.0
35158823,10,2,3550308,355030867,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,100.0,0.0,95.0,100.0,0.0,97.8,100.0,0.0,68.7386,Muito Alto,0,0,0,0,0,0,0,0,0,0,80,81,84,64,62,61,49,55,34,0,570,1,2,0,1,1,1,1,2,1,10,0,0,0,0,0,0,0,0,38,21,13,0,72,0,0,0,0,0,0,0,0,0,35158823,358.0,359.0,372.0,387.0,179.0,194.0,197.0,209.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,28.0,38.0,20.0,19.0,17.0,23.0,60.0,59.0,64.0,74.0,179.0,194.0,197.0,209.0,358.0,537.0,553.0,569.0,596.0,15.0,16.0,17.0,18.0,7.0,9.0,10.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,7.0,9.0,9.0,15.0,22.0,25.0,27.0,27.0,791.0,793.0,800.0,815.0
35160763,18,2,3550308,355030843,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,84.0,0.0,98.2,100.0,0.0,97.9,100.0,0.0,57.951,Alto,0,0,0,0,0,0,0,0,0,0,61,57,43,46,31,55,54,51,59,0,457,0,2,0,0,0,0,0,0,1,3,0,0,0,0,5,3,0,8,25,30,20,0,75,0,0,0,0,0,0,0,0,0,35160763,264.0,211.0,229.0,241.0,265.0,241.0,229.0,223.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,30.0,32.0,22.0,21.0,22.0,34.0,65.0,64.0,71.0,86.0,265.0,241.0,229.0,223.0,264.0,529.0,452.0,458.0,464.0,10.0,10.0,8.0,9.0,9.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,9.0,8.0,8.0,10.0,19.0,18.0,16.0,17.0,618.0,529.0,539.0,550.0
35161007,14,2,3550308,355030839,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0.0,98.4,0.0,96.4,100.0,0.0,100.0,100.0,0.0,60.3114,Alto,0,0,0,0,0,0,0,0,0,0,44,39,49,45,48,47,55,42,61,0,430,0,1,0,0,0,0,3,1,0,5,0,0,0,0,8,0,0,8,26,37,27,0,90,0,0,0,0,0,0,0,0,0,35161007,234.0,229.0,234.0,225.0,272.0,232.0,219.0,208.0,0.0,0.0,0.0,0.0,0.0,52.0,53.0,47.0,36.0,22.0,41.0,35.0,37.0,74.0,112.0,117.0,100.0,272.0,232.0,219.0,208.0,234.0,506.0,461.0,453.0,433.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,5.0,4.0,3.0,8.0,8.0,8.0,10.0,18.0,18.0,18.0,18.0,699.0,689.0,670.0,623.0
35161238,53,2,3550308,355030895,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,94.4,0.0,98.1,100.0,0.0,88.4,100.0,0.0,63.2788,Muito Alto,0,0,0,0,0,0,0,0,0,0,31,35,28,19,27,36,29,36,33,0,274,0,0,1,0,0,1,1,0,0,3,0,0,0,0,3,0,0,3,54,40,61,0,155,0,0,0,0,0,0,0,0,0,35161238,138.0,154.0,148.0,148.0,169.0,154.0,136.0,142.0,0.0,0.0,0.0,0.0,0.0,71.0,61.0,43.0,58.0,49.0,58.0,59.0,41.0,151.0,156.0,157.0,159.0,169.0,154.0,136.0,142.0,138.0,307.0,308.0,284.0,290.0,10.0,10.0,10.0,10.0,8.0,9.0,8.0,8.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,6.0,7.0,7.0,8.0,8.0,9.0,8.0,10.0,18.0,19.0,18.0,18.0,516.0,525.0,488.0,488.0
35161287,20,2,3550308,355030837,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,91.7,95.5,0.0,97.4,100.0,0.0,60.5138,Alto,0,0,0,0,0,0,0,0,0,0,36,16,12,18,23,27,22,25,33,0,212,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,30,19,26,0,75,0,0,0,0,0,0,0,0,0,35161287,119.0,109.0,96.0,108.0,146.0,151.0,118.0,111.0,0.0,0.0,0.0,0.0,0.0,27.0,29.0,24.0,32.0,23.0,30.0,32.0,19.0,64.0,81.0,77.0,77.0,146.0,151.0,118.0,111.0,119.0,265.0,260.0,214.0,219.0,7.0,7.0,7.0,9.0,8.0,8.0,7.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,8.0,8.0,8.0,7.0,15.0,15.0,14.0,17.0,329.0,341.0,291.0,296.0
35161299,32,2,3550308,355030875,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,95.8,1.6,100.0,100.0,0.0,100.0,98.1,0.0,58.4182,Alto,0,0,0,0,0,0,0,0,0,0,40,67,51,51,43,73,67,79,84,0,555,0,0,2,1,0,0,0,1,0,4,0,0,0,0,5,1,1,7,98,70,62,0,230,0,0,0,0,0,0,0,0,0,35161299,230.0,256.0,298.0,259.0,181.0,266.0,336.0,307.0,0.0,170.0,80.0,0.0,170.0,61.0,71.0,84.0,102.0,50.0,54.0,73.0,71.0,153.0,168.0,207.0,236.0,351.0,346.0,336.0,307.0,230.0,581.0,602.0,634.0,566.0,11.0,10.0,11.0,11.0,8.0,10.0,12.0,11.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,6.0,6.0,8.0,9.0,15.0,13.0,11.0,11.0,26.0,23.0,23.0,22.0,734.0,770.0,841.0,802.0
35161317,11,2,3550308,355030837,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,100.0,0.0,96.3,100.0,0.0,93.3,100.0,0.0,59.8193,Alto,0,0,0,0,0,0,0,0,0,0,57,51,47,36,25,24,26,22,26,0,314,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,24,17,0,56,0,0,0,0,0,0,0,0,0,35161317,155.0,174.0,203.0,222.0,135.0,120.0,112.0,100.0,0.0,0.0,0.0,0.0,0.0,17.0,28.0,26.0,15.0,24.0,17.0,21.0,25.0,54.0,64.0,63.0,57.0,135.0,120.0,112.0,100.0,155.0,290.0,294.0,315.0,322.0,9.0,9.0,11.0,12.0,8.0,6.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,8.0,6.0,4.0,9.0,17.0,15.0,15.0,16.0,393.0,418.0,470.0,470.0
35161412,18,2,3550308,355030821,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,89.7,0.0,97.5,100.0,0.0,96.4,100.0,0.0,63.5973,Muito Alto,0,0,0,0,0,0,0,0,0,0,39,30,37,36,41,29,24,24,26,0,286,0,0,0,0,1,3,5,4,2,15,0,0,0,0,3,1,0,4,20,33,21,0,74,0,0,0,0,0,0,0,0,0,35161412,187.0,217.0,182.0,186.0,143.0,152.0,128.0,118.0,0.0,0.0,0.0,0.0,0.0,27.0,34.0,34.0,24.0,24.0,29.0,25.0,35.0,59.0,85.0,84.0,80.0,143.0,152.0,128.0,118.0,187.0,330.0,369.0,310.0,304.0,12.0,13.0,14.0,13.0,7.0,8.0,9.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,7.0,8.0,6.0,12.0,19.0,21.0,23.0,19.0,389.0,454.0,394.0,423.0
35161949,13,2,3550308,355030869,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0.0,100.0,0.0,100.0,100.0,0.0,93.8,100.0,0.0,58.303999999999995,Alto,0,0,0,0,0,0,0,0,0,0,23,14,17,20,14,13,11,17,19,0,148,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,1,0,6,7,8,17,0,32,0,0,0,0,0,0,0,0,0,35161949,70.0,79.0,92.0,92.0,72.0,69.0,65.0,61.0,0.0,0.0,0.0,0.0,0.0,11.0,20.0,12.0,11.0,13.0,8.0,22.0,10.0,36.0,45.0,41.0,38.0,72.0,69.0,65.0,61.0,70.0,142.0,148.0,157.0,153.0,7.0,7.0,8.0,7.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,7.0,11.0,11.0,12.0,11.0,218.0,259.0,271.0,252.0
35162152,15,2,3550308,355030816,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.4,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,62.0491,Muito Alto,0,0,0,0,0,0,0,0,0,0,0,19,23,25,24,28,38,32,25,0,214,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,23,24,25,0,72,0,0,0,0,0,0,0,0,0,35162152,123.0,106.0,118.0,89.0,96.0,99.0,124.0,125.0,0.0,0.0,0.0,0.0,0.0,25.0,28.0,26.0,23.0,21.0,20.0,25.0,25.0,75.0,69.0,70.0,73.0,96.0,99.0,124.0,125.0,123.0,219.0,205.0,242.0,214.0,8.0,8.0,8.0,8.0,4.0,5.0,6.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,5.0,7.0,8.0,12.0,13.0,14.0,15.0,294.0,274.0,312.0,287.0
35162243,89,4,3550308,355030883,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0.0,99.3,0.0,98.7,100.0,0.0,100.0,100.0,0.0,74.7213,Muito Alto,0,0,0,0,0,0,0,0,0,0,166,119,157,139,151,164,168,163,120,0,1347,0,1,1,0,0,2,6,5,5,20,0,0,0,0,9,7,0,16,126,103,124,0,353,0,0,0,0,0,0,0,0,0,35162243,935.0,855.0,763.0,740.0,686.0,668.0,666.0,642.0,0.0,0.0,0.0,0.0,0.0,147.0,153.0,143.0,71.0,163.0,133.0,144.0,58.0,459.0,444.0,411.0,189.0,686.0,668.0,666.0,642.0,935.0,1621.0,1523.0,1429.0,1382.0,36.0,32.0,30.0,29.0,23.0,22.0,24.0,22.0,5.0,6.0,6.0,3.0,6.0,5.0,4.0,2.0,16.0,17.0,15.0,7.0,23.0,22.0,22.0,36.0,59.0,54.0,54.0,51.0,2530.0,2423.0,2318.0,2197.0
35163326,27,2,3550308,355030828,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0.6,92.7,0.0,95.0,97.8,0.0,87.7,100.0,1.7,60.5749,Alto,0,0,0,0,0,0,0,0,0,0,125,94,55,56,74,86,65,56,50,0,661,0,0,2,5,5,6,2,3,2,25,0,0,0,0,4,0,1,5,44,48,32,0,124,0,0,0,0,0,0,0,0,0,35163326,369.0,393.0,428.0,430.0,244.0,278.0,267.0,275.0,0.0,0.0,0.0,0.0,0.0,61.0,54.0,62.0,54.0,49.0,51.0,50.0,49.0,158.0,150.0,157.0,138.0,244.0,278.0,267.0,275.0,369.0,613.0,671.0,695.0,705.0,15.0,16.0,16.0,16.0,10.0,11.0,11.0,11.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,7.0,5.0,10.0,11.0,11.0,15.0,25.0,27.0,27.0,27.0,975.0,1095.0,1147.0,1128.0
35164082,15,2,3550308,355030880,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0.0,100.0,0.0,92.0,100.0,0.0,90.5,100.0,0.0,65.2618,Muito Alto,0,0,0,0,0,0,0,0,0,0,25,22,20,10,19,17,19,21,20,0,173,0,0,0,0,0,1,2,1,5,9,0,0,0,0,2,0,0,2,17,16,18,0,51,0,0,0,0,0,0,0,0,0,35164082,106.0,93.0,96.0,95.0,94.0,93.0,91.0,84.0,0.0,0.0,0.0,0.0,0.0,13.0,25.0,20.0,18.0,19.0,9.0,19.0,16.0,45.0,54.0,50.0,53.0,94.0,93.0,91.0,84.0,106.0,200.0,186.0,187.0,179.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,9.0,9.0,9.0,9.0,286.0,293.0,294.0,283.0
35164732,12,2,3550308,355030836,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0.0,93.8,0.0,100.0,100.0,0.0,100.0,100.0,0.0,57.9578,Alto,0,0,0,0,0,0,0,0,0,0,7,14,12,17,17,15,18,21,21,0,142,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,17,12,21,0,50,0,0,0,0,0,0,0,0,0,35164732,51.0,59.0,79.0,68.0,73.0,60.0,84.0,76.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,21.0,18.0,11.0,11.0,17.0,12.0,26.0,30.0,51.0,51.0,73.0,60.0,84.0,76.0,51.0,124.0,119.0,163.0,144.0,5.0,5.0,6.0,6.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,9.0,9.0,10.0,10.0,158.0,159.0,241.0,202.0
35165232,43,2,3550308,355030837,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0.0,95.7,0.0,97.1,100.0,0.0,100.0,100.0,0.0,59.0994,Alto,0,0,0,0,0,0,0,1,0,1,97,91,91,79,88,106,97,88,77,0,814,0,1,1,0,2,0,0,1,0,5,0,1,0,1,2,2,0,4,65,38,54,0,157,0,0,0,0,0,0,0,0,0,35165232,464.0,475.0,426.0,457.0,324.0,334.0,325.0,375.0,0.0,0.0,0.0,0.0,0.0,61.0,68.0,44.0,4.0,45.0,54.0,61.0,15.0,132.0,163.0,152.0,35.0,324.0,334.0,325.0,375.0,464.0,788.0,809.0,751.0,832.0,22.0,21.0,21.0,22.0,14.0,14.0,13.0,15.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,8.0,10.0,9.0,4.0,14.0,14.0,15.0,22.0,36.0,35.0,34.0,37.0,1043.0,1082.0,981.0,1104.0
35165311,35,3,3550308,355030820,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,98.3,0.0,97.2,97.5,0.0,97.4,100.0,0.0,68.5489,Muito Alto,0,0,0,0,0,0,0,0,0,0,46,49,45,41,60,48,46,41,41,0,417,0,0,1,0,2,0,2,1,0,6,0,0,0,0,0,1,0,1,34,27,42,0,103,0,0,0,0,0,0,0,0,0,35165311,231.0,254.0,242.0,248.0,177.0,163.0,166.0,180.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,29.0,34.0,45.0,49.0,50.0,28.0,130.0,140.0,121.0,104.0,177.0,163.0,166.0,180.0,231.0,408.0,417.0,408.0,428.0,12.0,12.0,12.0,13.0,9.0,8.0,8.0,8.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,6.0,6.0,5.0,5.0,9.0,8.0,8.0,12.0,21.0,20.0,20.0,21.0,627.0,635.0,597.0,596.0
35165323,19,3,3550308,355030867,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0.0,95.9,0.0,85.0,95.8,2.2,77.4,100.0,0.0,65.5696,Muito Alto,0,0,0,0,0,0,0,0,0,0,36,31,39,37,36,36,29,39,27,0,310,0,2,1,2,3,5,4,3,4,24,0,0,0,0,8,2,1,11,27,27,21,0,75,0,0,0,0,0,0,0,0,0,35165323,238.0,250.0,219.0,188.0,167.0,171.0,154.0,150.0,0.0,0.0,0.0,0.0,0.0,38.0,48.0,32.0,35.0,21.0,24.0,30.0,28.0,74.0,96.0,82.0,84.0,167.0,171.0,154.0,150.0,238.0,405.0,421.0,373.0,338.0,19.0,18.0,13.0,13.0,11.0,11.0,9.0,8.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,6.0,4.0,4.0,11.0,11.0,8.0,19.0,30.0,29.0,22.0,21.0,631.0,617.0,637.0,556.0
35165335,14,2,3550308,355030832,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,69.2,0.0,91.7,96.8,0.0,100.0,92.3,0.0,71.7021,Muito Alto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,14,0,36,0,0,0,0,0,0,0,3,2,5,0,0,0,0,3,6,0,9,20,21,32,0,73,0,0,0,0,0,0,0,0,0,35165335,0.0,0.0,0.0,0.0,26.0,24.0,38.0,39.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,10.0,18.0,27.0,22.0,13.0,23.0,77.0,51.0,50.0,62.0,26.0,24.0,38.0,39.0,0.0,26.0,24.0,38.0,39.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,3.0,103.0,75.0,88.0,101.0
35165359,12,2,3550308,355030812,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0.0,91.7,0.0,94.3,100.0,0.0,97.4,100.0,0.0,65.1917,Muito Alto,0,0,0,0,0,0,0,0,0,0,56,49,43,42,43,54,41,41,50,0,419,0,1,0,0,2,0,3,3,0,9,0,0,0,0,7,2,0,9,18,24,15,0,57,0,0,0,0,0,0,0,0,0,35165359,225.0,228.0,250.0,241.0,185.0,167.0,181.0,196.0,0.0,0.0,0.0,0.0,0.0,24.0,25.0,31.0,27.0,34.0,22.0,19.0,26.0,77.0,78.0,72.0,68.0,185.0,167.0,181.0,196.0,225.0,410.0,395.0,431.0,437.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,8.0,8.0,8.0,10.0,18.0,18.0,18.0,18.0,592.0,592.0,548.0,612.0
35165621,26,2,3550308,355030837,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,93.8,0.0,87.0,94.7,0.0,91.9,100.0,0.0,58.5517,Alto,0,0,0,0,0,0,0,0,0,0,58,63,43,40,48,59,69,57,58,0,495,0,2,0,1,1,2,2,5,4,17,0,0,0,0,2,0,0,2,45,35,36,0,116,0,0,0,0,0,0,0,0,0,35165621,141.0,151.0,246.0,260.0,165.0,149.0,269.0,260.0,0.0,0.0,0.0,0.0,0.0,18.0,40.0,33.0,48.0,21.0,25.0,45.0,36.0,54.0,85.0,104.0,121.0,165.0,149.0,269.0,260.0,141.0,306.0,300.0,515.0,520.0,10.0,11.0,11.0,12.0,11.0,12.0,12.0,12.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,4.0,4.0,11.0,12.0,12.0,10.0,21.0,23.0,23.0,24.0,360.0,385.0,619.0,641.0
35165670,37,2,3550308,355030818,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,93.4,0.0,95.1,94.5,0.0,96.3,98.3,0.0,63.1663,Muito Alto,0,1,0,0,0,0,0,0,0,1,106,91,77,70,99,98,95,77,79,0,792,3,2,2,0,1,0,0,4,1,13,0,0,0,0,2,0,2,4,45,51,51,0,147,0,0,0,0,0,0,0,0,0,35165670,460.0,442.0,483.0,456.0,350.0,320.0,341.0,366.0,0.0,0.0,0.0,0.0,0.0,77.0,63.0,56.0,53.0,60.0,57.0,63.0,52.0,181.0,176.0,178.0,161.0,350.0,320.0,341.0,366.0,460.0,810.0,762.0,824.0,822.0,19.0,19.0,20.0,19.0,12.0,12.0,12.0,13.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,6.0,6.0,12.0,12.0,13.0,19.0,31.0,31.0,32.0,32.0,1271.0,1224.0,1264.0,1299.0
35167447,43,2,3550308,355030850,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,96.7,0.0,88.3,100.0,0.0,92.5,95.3,0.0,63.4727,Muito Alto,0,0,0,0,0,0,0,0,0,0,65,65,45,49,54,49,49,48,44,0,468,0,0,0,1,0,1,0,1,5,8,0,0,0,0,10,3,9,22,48,46,40,0,134,0,0,0,0,0,0,0,0,0,35167447,285.0,295.0,309.0,284.0,217.0,228.0,231.0,200.0,0.0,0.0,0.0,0.0,0.0,53.0,58.0,67.0,59.0,37.0,56.0,60.0,52.0,123.0,153.0,176.0,164.0,217.0,228.0,231.0,200.0,285.0,502.0,523.0,540.0,484.0,14.0,14.0,14.0,15.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,5.0,6.0,6.0,9.0,9.0,9.0,14.0,23.0,23.0,23.0,24.0,815.0,889.0,927.0,871.0
